0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
-2.0120337,-2.1489105,-1.7319584,1.371109,1.3982489,-0.17813888,-2.273345,-0.8666445,-3.8239121,-0.5052513,1.3545599,1.3530219,-0.08708807,-2.2117598,0.19690171,-1.4617598,0.18419465,1.6878932,-1.4205238,0.0041815634,-1.0791804,1.0105981,0.34023422,1.5474164,1.6735363,-3.6141825,-1.3141781,-2.9748983,2.5832248,0.102701865,2.9201324,1.1289504,-1.2421978,-1.3733522,-1.5832449,-1.7053708,-1.2398711,-0.91895306,-2.113694,-0.53664374,-0.47559068,-0.07853536,3.2649179,-2.2736425,-1.3343481,-1.9722956,2.034303,0.57799596,1.2180793,-4.3013253,-0.90349287,0.06313485,-0.36762583,0.83522433,0.19840187,2.116354,0.84985423,0.14418906,-0.9103799,0.9967399,-0.10735411,2.2565067,2.9925427,-1.5555706,-0.5983955,0.72674876,1.1298853,0.6323455,1.9831836,-2.5278256,-1.8076184,-0.8253155,-1.4225426,-1.5629656,-1.2398806,-1.5449977,-1.5814993,-1.7356044,0.4588921,1.6712167,1.7026585,2.500866,-1.4126104,-0.42939857,1.4457575,0.09831916,-0.0496671,1.2761979,-1.0134255,-0.85240555,-2.6944315,0.89136446,-3.6129644,-1.9724345,-1.1913962,0.2712888,1.812201,-0.28283262,2.5930479,2.1189604,-2.0448034,2.8030295,-0.29027516,2.1720808,0.95021796,1.115035,1.4191402,0.5462266,3.245704,0.63028944,2.0287838,-0.65738773,2.2408319,-1.7046772,2.7718148,0.011594251,-1.1394953,2.7584748,1.2867109,1.7826203,0.74607027,0.45705482,-2.048753,0.7212796,-1.0359477,0.31518307,0.37225488,-1.6397123,1.4259081,-1.3077774,0.9644164,1.1591431,0.46626097,1.9964402,0.02475626,-1.6132941,-1.7410951,-0.2554629,-2.063845,-0.4842582,1.4499449,0.039909802,1.5699052,-1.3604736,-0.51650095,-0.010204885,1.2311488,1.0105797,-1.4284767,-2.945004,-0.8304115,1.3799571,2.5508897,-2.8818278,1.6800811,1.6549218,0.495999,1.4118084,-1.0978549,0.44234905,3.778421,1.1290926,2.4002144,-1.0697902,0.25533497,0.49406123,-1.5219634,-1.8978759,-1.466535,-2.5043333,0.81546783,-0.33320126,2.049191,0.78720796,2.253814,-0.11127745,0.75638115,-0.8036737,-1.8308898,0.06583169,0.5818688,0.6117983,-2.6352344,-0.41294596,-1.1267257,0.89880836,-1.8292146,-0.08047827,0.31787163,-1.8509057,-2.4980428,2.0037534,0.088647105,1.0418749,-1.961111,2.135738,2.621111,-0.4170005,-0.46050823,1.6543347
-1.6915379,-1.6780772,1.1238961,0.97955275,0.8109899,-1.4982104,0.25582626,-0.17379674,-0.8372428,0.8187361,-1.1663471,1.617633,-1.7587295,-0.14436916,1.1133136,2.4592168,-0.78928274,-0.65674853,-0.13236709,-0.07515088,-1.8412615,-0.46363294,1.243563,0.7852986,-0.6704715,-0.042169053,0.5908943,-0.42920378,-0.7975556,0.26049465,-1.2427063,0.13709815,0.7895075,-0.19675647,-0.016396265,0.15139847,-0.22109208,-1.8626786,-1.3577238,-0.793654,2.830508,1.7560287,1.6034955,0.438593,-2.12456,0.44835514,-0.51125914,2.1434987,-1.1411101,-1.1863154,-1.986241,-1.0580751,-1.8872628,-0.44310585,-1.5008166,0.8703213,0.055915635,0.6048539,0.6999672,1.1370254,1.63345,2.795951,1.6887237,0.45402008,-0.23858587,1.022122,2.1193519,3.1073291,2.2124665,0.9881641,-2.451038,0.77088606,-0.35328984,-0.5661825,1.9410757,-0.30426723,-1.3421378,0.7087462,-0.23118599,-0.8951859,-0.13475664,0.64727056,-0.7485821,0.48044607,-0.7656796,1.4417278,0.16088475,0.08871088,-1.10008,-1.363482,-3.228444,0.7140598,-1.2868465,-0.45106313,0.9831231,0.53478974,-1.1321517,-0.5091318,2.387087,-0.94914335,0.2769364,0.32289463,0.1510787,1.4910035,-0.4173721,-2.4533274,-0.55552816,2.0938935,0.35264495,-2.1036322,1.919166,-1.1401948,2.530908,0.6014006,1.8770133,0.103926726,1.7116694,-0.82147986,1.1264496,0.9419668,0.16709283,0.7895966,0.027532086,2.7084646,-1.8594905,2.5968142,-3.014896,-0.10262626,0.69579685,-2.5916076,1.1196194,-0.51856565,1.1304723,0.82573897,-0.9824049,1.0815023,-0.6442971,-2.1273768,-0.74929124,-0.050752554,0.13091123,0.59994334,-1.906305,0.5994693,0.027330346,-3.0060198,-2.3174238,1.6362394,0.016116183,1.4106361,-0.82155234,1.4447895,-0.097768754,1.1297921,0.17146425,-1.0152632,-1.0247881,1.6952518,-2.710264,-1.4525667,2.84761,0.9460764,-0.3519982,-0.7283504,1.8921624,-0.53231585,0.10174448,-1.6131064,-1.811587,1.3519292,-0.41338727,-0.6417667,-0.48923436,-0.75703853,2.5326736,0.3729368,0.6361458,-2.2046332,0.34143934,2.4449937,-2.1613197,-1.7614099,-1.9791806,0.787892,-1.0322615,3.5758386,-1.6827421,1.0006918,0.3637669,-1.6036546,-0.94235325,-0.80700314,-2.1622076,-0.13829888,-0.7351324,2.3555973,-0.8311664,2.5832412,-0.6899843,-0.039315198
-3.3142207,-2.7803817,-0.0037615942,-0.9065821,-0.89607847,-1.603056,0.3580571,1.7325724,0.6221302,0.6959484,-1.432874,0.5241188,-1.1460806,0.56649214,1.5859559,0.41984805,-1.2580571,1.0161474,-0.36714268,0.76003975,-1.277119,0.027040586,1.7693249,-1.8406924,-1.9109187,-1.1641709,1.1212364,0.37590364,-2.6058252,2.0210826,0.070039526,-0.50682044,-0.8490473,0.10579076,0.26428953,1.6099104,-2.1085944,-2.3329854,1.9481064,1.3671046,-0.48223868,2.115081,-0.7219582,-0.80448246,-1.0589554,1.2329078,2.050128,-0.5180432,0.020585198,-0.25267133,0.5165266,-3.6542993,0.7453635,0.7406377,0.4096167,0.23456179,1.8629558,-0.14498702,-0.6035039,0.9545477,1.8448646,1.9446771,1.9587843,-0.5946474,-1.6751944,1.0103561,0.19247407,2.7191803,0.79928756,-0.12932701,0.012453406,-1.3865094,-0.884567,-1.3647841,-1.5768799,2.6551933,-1.211239,-2.9249434,0.36769345,-1.3719686,0.6166279,0.5696693,-1.5492905,-0.587884,0.75654846,1.0043906,1.0239751,-1.3901834,-2.9483585,1.4371207,-1.5609032,-0.29840627,-0.8956708,-3.9037752,-0.4971045,0.041814342,-1.241028,0.35384142,-0.98456866,2.8732088,-2.1346188,-0.83651614,0.4795333,2.0728433,2.7118535,-1.7015674,-0.8940374,1.9052438,1.0613666,-0.685592,-0.10860731,0.88180393,1.9853423,-0.8549355,0.31048557,1.0031472,-0.08892614,2.5662012,1.3554984,3.3407912,-0.53037924,-0.8371403,-1.1246538,1.4198159,-1.086805,-0.05188363,-1.9001505,-1.5867201,-1.5036845,0.1903078,1.3949949,0.5601712,0.3029686,1.6429533,2.5676746,-1.291817,-0.9010461,-1.1296722,-1.7838919,-1.1601368,-0.4191214,-0.7358648,-1.2420279,-2.42388,0.7967998,-0.4805381,0.115505934,1.4068334,-0.78578687,1.0326875,0.66966605,2.3453429,0.7311686,-1.4000496,-0.48584518,0.24928775,-0.8272691,1.360297,-1.3317558,-2.6157155,1.5745457,0.68905586,-0.28282198,1.4443492,0.39674848,0.31502038,1.0630647,-1.880344,1.0637563,0.1556332,-2.5430627,-1.7279586,-1.642792,-1.3053029,2.8413205,-0.94785726,1.6892855,-1.1981677,-0.3579084,1.992646,-0.117720924,-0.808047,-0.010681842,2.5424535,-3.508356,2.072567,-1.5527228,0.14833523,-0.1620892,-1.7072421,-0.48572892,0.67357683,-2.3788106,-0.9823262,-2.324175,0.01315302,-0.19792232,1.0834228,0.009976092,3.0443773
-1.8930706,-3.7135727,1.3654357,0.7232731,1.1401836,0.90558416,-0.06275054,-1.2089531,-1.6176583,0.2977329,0.72195876,1.6300629,-0.038593456,1.4041411,-0.9041724,2.4899824,0.5539988,0.5941168,-0.30756313,-0.2618995,-1.5897533,-1.7444646,1.8129643,-1.5118484,1.1760982,-1.3621724,0.14898902,0.86952186,-2.4483435,0.49901497,-0.2262752,0.74640644,0.45181045,-0.48254666,0.19574992,-0.44566506,-0.18857016,-0.9365106,1.6258304,-0.64670277,2.1423247,0.15281726,1.3915118,-0.7248748,-0.6564639,-0.28216133,-0.15367332,2.0232635,-0.22048381,-2.1907978,-2.284778,-3.0510714,-1.2501072,0.3598904,0.5454402,2.1520574,0.74285394,0.56439143,-0.12176875,1.0298834,0.908218,2.8774805,0.84010124,0.7781116,-1.9480921,1.7007643,2.9009485,2.1461399,-0.20424129,-1.3388069,-0.5296575,-1.03677,-1.5131904,0.3977426,1.4618359,1.7684865,-1.9651675,0.031182826,0.47645617,0.33794686,0.39001453,0.70561326,-0.12924598,-0.4675131,1.0001444,2.8359203,-0.047879618,1.2792329,-1.2307816,0.4513043,-1.6710079,1.5367463,-2.8763723,-2.0152335,1.7136931,0.00061701913,0.098930046,-1.8443804,0.67834216,1.3114731,-0.47041237,1.2308193,-0.1497985,1.4174187,-0.155007,0.42788085,1.0937672,1.9907275,0.014825062,-1.8752539,0.45431718,-3.7265797,0.27444583,0.23432454,1.177431,-1.4117635,-0.55291873,0.10928667,-0.098712824,2.510755,-0.121844195,0.7714933,0.34898064,0.97082025,-1.387873,1.8803567,-2.2792675,-0.13617323,2.7382274,-3.0569272,2.3083327,0.6792271,1.3912708,2.2483833,-0.124585345,2.9601145,-1.0756018,-1.8537185,0.2265459,-1.5539516,0.71276927,-0.42889002,-0.7229719,-0.75384426,1.8557991,-0.16683537,-0.610703,2.6660173,-0.45813817,0.9231785,-0.66525435,0.64575654,0.4912025,-0.5204579,-0.04833406,-1.8211658,-2.1771965,0.86794335,-1.3617821,-1.2049793,2.4479723,-0.38531962,1.2435572,-0.11507369,1.7485138,-0.7804603,0.12579288,-1.1231319,-1.6165231,0.24654578,-3.0718145,0.99758965,-0.65359473,-0.6475829,0.06286002,1.5682287,2.359569,-0.16356814,0.28482664,0.19300313,-1.6021537,1.8798976,-1.093309,1.3027445,-0.7484529,2.7720044,-0.68734443,0.3209488,0.4060494,-1.9730401,-2.720171,0.7442348,-1.5569961,-0.23345608,-1.9250989,0.65129036,0.36666796,-0.2358418,2.0012648,1.8409722
-3.919522,-2.592902,0.07482304,-0.624635,1.4400835,1.6013027,-0.7242371,0.31829935,-0.8089541,1.1020081,-0.6042181,0.30977777,-0.82436246,-1.3024365,-2.8394315,0.943168,-2.01201,-0.38299647,-0.10427853,0.50660133,-0.10564624,-0.089650474,-0.51894194,3.398705,-0.6148062,0.29856977,-0.76704854,0.8372794,-0.22841504,-1.1114858,0.3540739,0.7621946,-1.7374554,-0.14964284,0.15121812,0.3294891,-1.5367067,-1.6346263,-0.54543936,0.8786938,-0.18024547,2.5206006,-0.17376915,-0.16588473,0.62938493,0.88911635,1.9001731,-5.035073e-05,-1.5677395,-0.69163394,-0.6604665,-1.3264148,-0.57832444,-1.792631,0.25803173,0.9227913,1.9411908,1.5095556,0.5904692,2.5092869,2.067506,-0.34440792,-0.5951717,0.5428219,-1.2688531,-0.15875351,0.20134379,1.305042,-0.9288612,-2.6309829,-2.166266,-1.017558,-2.6244068,0.8234067,0.69141144,0.5841964,-2.488043,-1.3631315,-0.4176231,0.055037282,-1.3936236,1.9847468,-0.9461244,0.10254008,2.8498147,0.34425575,0.5055377,-0.49985862,-0.039738297,2.3555377,-2.1775143,0.26708966,-1.8919147,-1.04613,1.7289352,-0.21424821,-1.7473345,-0.51518786,1.6635749,0.25053138,-0.8007886,0.93885,-0.97673047,1.1662128,-1.2897081,1.6564077,1.92112,1.0521992,2.206875,-1.131887,-1.8654193,-1.931092,0.59339327,1.1897321,0.9128956,-1.9981025,0.6128582,0.6940821,2.365647,0.77522004,1.7773576,2.0926774,0.493424,0.8967977,0.43468258,-1.1852952,-0.67767143,-0.8387039,-0.76311415,-1.2963488,1.8778503,1.2449048,-0.18357736,3.1853683,-0.25579384,-0.13929883,0.14061195,-1.7275164,-1.3462706,-1.955733,1.8672084,-0.53669864,1.2494558,0.02348267,-2.265806,-0.17717256,-0.78928787,1.0839049,1.2015605,-0.3787742,-0.2772542,1.4182014,0.06402063,-0.67257416,0.0047932086,-1.6917282,-2.5330348,2.0898883,-1.4145108,-2.0605276,1.2452166,1.4705248,-1.7804341,-1.3366712,1.0216565,-1.0936645,-1.2645713,-1.4902819,-1.5849023,1.6770159,0.071855105,-0.25313145,-1.6699823,0.81853783,1.8542172,0.43891707,1.374328,-1.9375893,-0.11571227,1.126194,-0.8443117,1.7992402,0.13805795,0.99218035,-1.3518285,1.8375001,-1.0074209,0.75761527,-2.0257313,0.14046358,-2.5428536,-1.5180589,0.4935279,0.9293257,-1.1725785,1.2175728,-2.2052307,-1.8081933,-1.2676222,0.43560544
-2.7841275,-2.9526556,-0.29189065,0.81651795,-1.3621559,-0.1411784,0.2403575,-1.1833073,0.546131,1.5802776,-1.3384365,1.1209333,-0.6191446,0.18263681,-0.028292669,1.5530747,0.5412045,-0.17409444,-0.37748608,-0.57185346,-3.0832682,-2.667345,0.36829212,-1.0168458,0.31890067,-0.9354126,-2.5017004,-1.3697637,-0.009954714,-1.5476396,-0.49533203,0.12706587,-0.09297911,-2.259932,-2.7295375,1.6334021,-0.6269845,-2.4051857,-0.12814401,0.7592936,1.1464618,0.16805756,0.87879294,-0.8122182,-0.8332671,-1.037476,0.4360152,0.082374215,1.5612134,-1.6699712,-0.7312475,-0.88597506,-0.09864649,-0.58607715,-0.025465129,3.1270037,2.0203528,0.1528298,-1.4360492,-0.13233407,-0.44273734,3.0464556,2.798505,0.566354,-0.29481995,0.64089024,0.635854,1.6109883,1.5599865,0.22907864,-2.085133,-0.2635465,-2.2190425,1.19724,-0.2805516,0.4342219,-3.122994,0.41663858,-2.0260289,-1.4080648,0.09070025,1.1547974,-1.3238931,-2.8069456,-1.7099543,3.910367,-0.0010489157,-2.115244,-1.1236147,0.7972043,-0.29790443,1.3551437,-1.2462054,0.13382547,-0.3562268,0.083296806,0.8883922,-0.7700763,0.73147386,0.6621148,-2.7438765,-1.1852727,0.71330386,2.4377053,-0.9418155,-0.995168,-1.863473,1.1156961,0.53011733,-0.20905007,0.17017007,-0.96778363,0.18347402,0.38130146,2.9307897,-2.226214,-0.5582786,-1.3847626,0.63033056,3.9421396,-0.19403933,1.5203942,-0.37289068,0.6552757,-2.3962739,0.35148275,-0.36572838,-1.7483822,-0.21606798,-1.3927875,1.362591,0.7580651,0.6776691,0.31598905,-1.6837246,0.63037807,-1.370461,-0.89479214,-0.34209147,-1.4285831,0.56506556,0.26252353,0.9744281,0.28941822,2.5020254,0.62423885,-1.9148526,-0.09238347,0.091781706,-1.221386,-0.287218,1.1441369,1.0833542,-1.1048874,-1.5791183,1.2714974,-1.8052205,0.3985804,0.53491557,-2.1400309,1.8066303,0.849234,0.11864672,-2.1132324,0.8668242,-0.15587285,-1.6462499,-0.26554123,-1.4587163,3.6798933,0.091596074,-2.7621136,1.2197165,0.6502999,1.1796343,0.84221596,2.5568576,-0.26899785,1.4605763,0.20137963,-1.3559577,0.5486787,-0.8295434,1.1177089,-2.9691582,1.7647866,-1.2867235,0.4522965,-0.34947437,-0.9453665,-0.62015116,1.2006685,-3.392014,1.9449618,-0.7047152,2.6314707,0.25513193,-0.048931427,1.0259916,-0.817589
-1.2104611,0.11134738,-0.7795617,0.79147553,-0.7457423,0.16411059,-1.122835,-2.8464608,-1.2132823,-0.4053271,-0.06501639,0.77847445,-1.3513085,-0.9457766,-0.16960633,0.55321896,0.18836209,0.8277824,-0.5883568,1.1873027,-0.2883291,-0.7898138,1.2714978,0.2974536,0.47403982,-0.1931836,-1.1278898,2.091105,-0.34774616,0.06127109,0.3801887,1.717132,-0.7017587,0.6594382,0.3705916,1.0876949,-0.27778426,-1.500733,2.1021664,-0.42421237,0.5770061,0.14987895,-1.351601,0.25257748,-1.0630807,-1.3870051,-0.13897386,-0.33766788,1.5729061,-0.6546498,-2.6686747,-0.42846677,1.1499584,-0.63137865,-2.0938258,1.0009826,0.7351542,0.3473712,-0.10385751,0.10759406,1.2821251,2.5531714,1.8148723,0.32743543,0.25595993,0.3689533,2.7920465,2.6847987,2.3355424,-0.5295371,-0.7553154,1.2253793,-1.8996178,-0.6813469,1.9459364,-0.3331928,-1.1922807,-1.4649018,0.5322342,1.5547783,1.9150631,2.331455,-0.83936363,0.49985537,0.4265509,1.5694795,-0.98891187,-0.85324156,-1.9825779,0.9586916,-3.1188211,-1.2712277,-2.3535247,-1.4781915,0.54477984,2.4549153,-0.91242194,0.43971533,1.1953065,-1.9135532,-1.0424396,0.07107304,-1.0038599,0.086626984,0.5042964,1.0241954,0.23862456,1.4325798,-0.4161149,-1.2744005,-1.9714708,-1.9542024,1.8618006,-0.6524833,0.29812294,-1.6110282,-2.538727,0.42759213,0.34475932,3.3260617,0.4011831,0.7092743,-1.9201427,2.8796337,0.107869156,0.5750091,-2.807005,-0.16683552,-0.14318167,-2.7494411,1.8468132,-0.77064365,0.39081737,1.3542887,0.36596322,0.46233866,-1.512019,-1.6805854,-0.8716672,-0.3385151,0.08642281,0.5546908,1.0031797,-1.4479719,0.7456351,-0.6774052,1.7122035,-0.34511536,0.023025505,2.582976,-0.37255558,1.8724121,0.8855194,-2.2242928,-0.42422354,-1.47979,-1.9478039,2.8489487,0.011824521,-2.2321844,0.6640694,3.5096388,0.8057207,0.58308136,-0.44983974,-1.0620956,-0.5669807,-2.2678792,-0.51957864,1.0295206,-0.2269409,-0.051723063,-1.2188365,-1.8930506,-0.79134065,0.008061191,1.8423316,-1.7205414,-2.809534,-0.5221364,1.4943208,1.9833665,-0.21903613,2.443901,-0.17500335,2.3170207,-0.7264882,0.35984078,1.3449283,-0.66517395,-2.914802,1.4106396,-1.3185493,-0.58180827,-0.30442825,0.4738852,0.6866185,-0.2095502,0.01932333,-0.38946462
0.39860442,0.29745317,-1.5365809,0.16477485,2.2379363,0.8438421,1.4614638,0.55612487,-0.40272373,2.0657034,0.18860063,-0.2726312,1.3857269,0.74074817,-0.61481804,0.38903406,-1.7912307,0.7591681,-1.8983865,-2.8736937,-3.05798,-2.2831647,0.10983633,0.8684568,-1.7192165,0.4069778,1.0389634,-1.440288,-0.35472578,-1.055952,0.1480729,1.7912244,1.0793788,-2.1858175,1.7398471,-0.33436903,-2.1284983,0.29505625,-0.5713381,-2.6252832,2.9908423,-0.5242826,1.5958408,-2.2589247,0.1888455,0.47745404,0.10836834,0.32676923,-0.90439254,0.2651826,-1.4329473,-0.7052677,0.21340787,-1.4023649,-0.40410483,3.3477135,0.21085072,0.015005271,0.48184323,0.46738145,-0.18482871,2.041112,0.33066997,-0.47962973,-1.1620557,-0.778596,1.958441,1.8770213,0.36077985,-0.73142546,-1.2123225,1.4983422,-2.853383,-1.6514211,3.030131,1.4123278,-1.6464369,-4.795794,0.6964731,-2.7531543,-1.019241,1.9022528,-2.3548067,1.0902078,1.4850887,2.1174364,0.29235312,-1.0948277,-1.0235837,0.11089278,-2.2756069,1.101333,-0.2694067,-2.8905027,-0.35827425,2.6431112,-0.19044408,2.023002,1.9075148,-0.088430345,-0.06661394,0.83256054,-1.5514078,0.21596426,-0.45015416,-1.9918529,0.033637214,1.2677966,0.43966025,1.300111,-0.26762614,-2.359924,-1.8141217,0.48866716,1.6666958,0.3711032,-1.4337701,0.018022694,0.61398494,1.2770966,1.519063,1.1906774,-2.042902,1.9206418,-1.8093404,0.51839596,-0.6734408,-0.99606085,1.646957,-1.9465394,-0.46869567,-0.28902328,-0.7592076,1.8467801,0.86056226,-0.2434356,0.81464726,-0.9580326,-1.615614,-0.5377805,-0.09742839,0.9834081,-0.072649404,0.32252944,-0.44675425,1.8297329,1.0005312,-0.28424042,1.4307878,0.18332446,-0.63662744,1.7194357,0.2520001,0.6977061,-0.5785372,1.215571,-1.2929401,1.0980225,-1.1455511,0.7740016,1.6586592,1.6652571,-1.1108426,0.03591682,0.8357968,-1.6231655,-0.30289003,0.13724278,0.28769648,-0.00028204476,-1.194128,-0.09492795,0.8891071,1.6501095,3.6100519,-0.035609107,1.0378995,-2.2901988,-1.2790402,0.812737,0.70350623,3.3205223,-0.33844647,-0.42146194,-1.8463854,2.4481182,-0.6969392,-0.517947,0.4653421,1.4236307,-0.9763642,1.4550965,-0.067187265,-0.69163966,-2.2972634,-0.9720815,-1.6070023,0.7860018,2.4471905,3.6720576
-0.43543264,-2.6400266,-0.9331934,-0.8597772,1.2283192,-0.35919192,-0.22963062,-1.1187726,0.40660465,0.94439065,-0.09147323,0.40773067,-0.07489053,-2.888013,0.9105433,-0.104208805,-0.7998086,-0.13849868,-1.1968653,-0.21288006,-2.312911,-1.3299417,1.3919752,0.82731473,0.8444678,-2.0346062,-0.27971783,-1.0250802,0.22838436,-0.5448071,1.2472067,-0.35248432,0.78743494,0.35769552,0.46399844,0.929074,-0.075533405,0.9220679,0.4345125,1.1458918,-0.4056931,0.7859019,0.47503972,-0.7223585,-0.8106777,-1.2341316,-1.0331342,-0.25467604,0.44409811,-2.4038303,-1.8326752,-2.2331307,-1.1220574,-0.70267576,-1.9701335,1.7297584,0.7933257,1.6690477,0.21275836,1.8132292,2.0829568,1.3864748,0.27395833,0.78603464,1.5918751,-0.2243594,0.45131138,2.5846121,0.9159832,-0.54592943,-1.549669,-0.109637566,-2.4090943,1.0842712,-1.6005325,2.5550814,-0.8773051,0.10864243,-0.46048343,-0.7440825,1.4685847,-0.22897883,-0.69767886,0.67536193,0.67627513,-0.0693287,1.1588472,-0.8085095,-2.5766916,1.8032246,-2.7057333,0.12873651,-3.2694938,-1.9957517,0.57682014,2.722387,-1.2365283,0.6916276,0.5775106,-0.53159016,0.9613266,3.639041,0.10239654,0.8324033,-2.2233732,-0.83459324,0.05387348,0.6662188,2.3519478,0.22007133,0.42357486,-0.019813955,-1.4141471,-0.17811686,1.2532161,-2.301997,0.052700866,0.824816,0.094587944,1.4731582,-0.8006072,1.2067158,-0.041083585,1.4618444,-0.19677998,-0.016101584,-3.9864764,-1.0721815,-0.056063183,-2.8927624,-1.0205508,0.8084311,2.132318,2.1840398,1.11671,0.5933606,-1.1512871,-0.1577481,-0.25420603,-0.93114024,1.2735891,-0.2928458,-0.37866476,-2.018819,-0.8648758,0.9051306,-1.4068563,1.5539974,0.038423423,0.78666353,2.1953888,2.3180711,0.576213,-0.2410613,-0.0028063897,-0.57781416,-2.4320736,3.7660518,-1.2230858,-1.9815779,1.9201946,0.56626207,-0.4107659,-1.1554667,2.0517204,0.4039585,-1.2646536,-0.9048761,0.093139015,0.7843371,-2.44815,-2.5819025,-0.8566289,0.4679323,1.980927,-0.33933407,1.4019802,-1.9223722,0.8054969,0.94965607,-0.4843634,1.2649254,-0.8008266,1.2495921,0.1505401,2.4607973,-1.7134252,-1.5738575,-1.4982809,0.17523003,-1.4359008,0.942571,0.41781643,0.08571385,0.27988046,1.3609817,0.31054035,-0.09476533,1.8730873,0.28629768
-1.0493035,-2.6453717,1.3989526,-0.05777386,0.95451564,1.194875,0.7701081,-1.7722327,-0.8518241,3.5641031,0.8865103,0.45405072,1.1750538,0.46725672,-1.5047554,1.1046845,1.077232,3.3522358,0.82702917,-0.13514736,1.0505965,-1.4299951,0.61273915,-0.4655868,-0.58052117,0.50497437,-0.85098714,-1.4643764,-1.6998286,-1.037171,-0.54420215,-0.18391237,0.70504934,-0.05565136,1.7336277,-0.47095245,0.7520448,-0.1597332,-1.0828956,0.009273517,0.40621355,-0.2813272,3.1418521,-1.8028816,-0.49328953,-1.1759462,0.18677643,-0.3835505,0.8153362,-0.41761816,-0.9438368,0.9617906,-2.5450442,-1.67109,-1.9583174,-0.020339197,3.2989838,0.81950706,-1.0432227,1.1711316,1.127856,1.0794535,2.7698033,1.5178007,-0.6746485,3.0551658,2.5991542,4.062833,0.2546459,0.11777701,1.5428176,-0.145227,-0.93608934,1.7045122,-0.23136121,0.23164913,-1.5193605,-3.4226642,-2.3985298,1.1423795,-0.45579714,2.2625878,-0.5633214,-1.6513501,-0.23744974,-0.569889,-1.9159762,2.0627167,-0.84945136,0.5189577,-0.6305003,-0.5989639,-2.1913877,-1.2334322,0.831465,3.13699,-0.13669486,-0.66441417,-1.019956,-0.18060188,-1.4875134,-1.6072981,-0.41065228,2.291734,-0.072208725,0.51856947,-0.4194432,1.8117881,0.33989215,-0.31410736,-0.8943435,-0.52961093,-1.234281,-0.80768883,1.1509978,-0.9344236,0.78638464,0.4938067,1.5829098,1.2332475,1.0415502,-1.0934353,-1.0692389,2.754922,-0.7548039,0.55131733,-2.6098301,0.7674662,0.672929,-0.33149153,1.3292505,0.15892473,1.0238913,2.1959596,1.7454878,-1.4234868,-0.38170832,0.72794694,-1.2373723,0.9001102,2.0127563,0.32667762,2.1566932,-2.2791817,-1.5695478,-0.853344,-0.20058121,1.3897748,1.1305295,0.4358128,-1.7293496,-0.13597298,1.1280419,-0.39257956,0.21905203,-1.9545788,-0.70198476,0.71190226,-2.0755084,-1.1771414,2.2700872,2.096725,0.8873775,1.1916445,-0.59698915,-0.050943248,0.24397346,-0.6398321,-1.7146385,2.3082101,-2.0899749,-2.3373315,-0.7986807,1.7128932,2.851684,3.2123828,1.2417051,-1.1361,0.57375187,0.88871956,-0.29600188,0.25820133,0.12935588,-1.4100935,-2.6833127,2.4116042,-4.3185763,0.13489048,2.400202,0.9683985,-1.6991508,-0.7753491,-0.50199044,-0.43250865,-3.2899158,1.8986039,-0.56809205,-0.21673289,-1.7091151,1.1365278
