0,1,2,3,4,5,6,7,8
0.7988505747126436,0.32567049808429116,2.0606641123882503,0.7757330006238303,0.3359326263256394,1.976918278228322,0.6749851455733809,0.2935234699940582,1.9281045751633987
0.8143550998381004,0.34214786832164057,2.0329195898542904,0.8047493403693932,0.3232189973614776,1.9686015831134565,0.7432712215320911,0.31262939958592134,1.9648033126293996
0.8377804730139479,0.30563978168587025,2.00970285021225,0.8091649080494423,0.3041905336147121,2.01597829363883,0.8119019138755981,0.3038277511961722,1.9811602870813396
0.7955182072829131,0.33543417366946776,1.9320728291316527,0.7765112262521588,0.33298791018998275,1.8987910189982729,0.7917808219178082,0.34383561643835614,1.8417808219178082
0.8291300651742703,0.3074525361292151,2.007934258996883,0.8468442385639838,0.28662420382165604,2.1010422698320785,0.8572664359861591,0.2880622837370242,2.0732410611303345
0.6832579185520362,0.4213172448466566,1.747611865258924,0.702639751552795,0.37111801242236025,1.8920807453416149,0.6733692986758215,0.38597351642962235,1.7008337420304072
0.8144154370034052,0.3325766174801362,2.057321225879682,0.7541160593792173,0.3144399460188934,1.9303643724696355,0.7251867662753468,0.31910352187833513,1.9103521878335112
0.8831973898858075,0.3743882544861338,2.0526916802610113,0.8481700118063754,0.3678866587957497,1.943250688705234,0.8073451602863367,0.3437597261126673,1.9610955493308435
0.6057593417895097,0.3387041480973603,1.7007199177236887,0.6450169976740026,0.3365539452495974,1.8234031132581858,0.7125045837917126,0.3348001466813348,1.852951961862853
0.9015837104072398,0.35407239819004527,1.919683257918552,0.9334490740740741,0.34375,1.9947916666666667,0.8381057268722467,0.3540748898678414,1.8755506607929515
0.7954802259887006,0.4322033898305085,1.964406779661017,0.7599124965818977,0.3716160787530763,1.9264424391577797,0.7310273618998451,0.3742901393908105,1.727929788332473
0.8465256797583082,0.31782477341389725,1.7570996978851963,0.7515058131390951,0.31250875472755285,1.5723490684969883,0.7949389179755671,0.2879581151832461,1.6931355439208842
0.7432432432432432,0.25675675675675674,1.662162162162162,0.7916666666666666,0.3125,1.6597222222222223,0.6933333333333334,0.25333333333333335,1.72
1.4666666666666666,0.5111111111111111,2.2,1.3253012048192772,0.5903614457831325,2.6987951807228914,1.1041666666666667,0.5,2.3125
0.7976190476190477,0.25,1.6785714285714286,0.65625,0.25,2.00625,0.6847826086956522,0.14130434782608695,1.608695652173913
0.7193877551020408,0.29081632653061223,1.9948979591836735,0.829683698296837,0.26520681265206814,1.7250608272506083,0.7587939698492462,0.2663316582914573,1.934673366834171
0.743801652892562,0.3347107438016529,1.9834710743801653,0.7178947368421053,0.3410526315789474,2.08,0.6587301587301587,0.3055555555555556,1.9563492063492063
0.9032258064516129,0.3064516129032258,1.8387096774193548,0.8103448275862069,0.2672413793103448,2.25,0.7538461538461538,0.3230769230769231,1.8153846153846154
0.7909836065573771,0.3483606557377049,2.0204918032786887,0.772635814889336,0.3460764587525151,1.9657947686116701,0.7289377289377289,0.41025641025641024,1.5897435897435896
0.7073170731707317,0.4024390243902439,2.0853658536585367,0.7797619047619048,0.31547619047619047,2.0,0.6875,0.28125,1.6666666666666667
0.8877644894204232,0.43882244710211593,1.7930082796688132,0.8199199644286349,0.44819919964428634,1.7140951534015119,0.7538461538461538,0.47863247863247865,1.5974358974358975
1.1810699588477367,0.32510288065843623,2.1810699588477367,0.965183752417795,0.36363636363636365,2.0773694390715667,0.9573643410852714,0.32558139534883723,2.13953488372093
0.7959183673469388,0.32653061224489793,1.836734693877551,0.6701030927835051,0.3917525773195876,1.9381443298969072,0.6666666666666666,0.35555555555555557,2.4
0.9757575757575757,0.2545454545454545,2.4242424242424243,0.8522727272727273,0.32954545454545453,2.1818181818181817,0.786096256684492,0.24064171122994651,2.106951871657754
0.7419354838709677,0.2838709677419355,1.5096774193548388,0.60828025477707,0.28343949044585987,1.5987261146496816,0.6666666666666666,0.2916666666666667,1.8680555555555556
0.8506787330316742,0.3212669683257919,1.8552036199095023,0.732776617954071,0.2776617954070981,1.7056367432150312,0.7725321888412017,0.2918454935622318,1.7768240343347639
0.7609649122807017,0.32456140350877194,1.9320175438596492,0.7676822633297062,0.3574537540805223,1.8618063112078347,0.6320939334637965,0.3150684931506849,1.639921722113503
0.8185483870967742,0.34274193548387094,2.004032258064516,0.7373737373737373,0.3838383838383838,2.0525252525252524,0.710204081632653,0.34285714285714286,2.179591836734694
0.8699849817635701,0.3042265608238575,2.0590002145462347,0.8898424006908463,0.2978195164075993,2.0720531088082903,0.8478103323325396,0.2983745729371571,1.939745315250026
